v1,v2
spam,NEED FUNDS ? Take LOAN AGAINST PROPERTY@11%(Resi/Comm).OD LMT(40 Lkhs-40 Crs.) BALANCE TRANSFER/TOP UP.SMS LOAN  to 57333 or call at 32222040.ICICI HOME LOANS. 
spam,NEED FUNDS ? Take LOAN AGAINST PROPERTY@11%(Resi/Comm).OD LMT(40 Lkhs-40 Crs.) BALANCE TRANSFER/TOP  UP.SMSLOAN to 57333 or call at 45595488.ICICI HOME LOANS. 
spam,NEED FUNDS ? Take LOAN AGAINST PROPERTY @11%(Resi/Comm).40 Lkhs-40 Crs. BALANCE TRANSFER/TOP UP.SMS LOAN to 57333 for reply or call 45595488.ICICI HOME LOANS. 
spam,Need Bulk SMS @ 7 Paisa/SMS for 1 Lakh. Short Code @ 14000 INR  Business Website @ 5555 INR for 10 Pages  50 Email Ids free   Listing in GOOGLE.Sandeep 9911166363 
spam,ne SIMCAT test @ Rs. 100 only. Offer valid till 29th Aug only. To enroll visit your IMS centre or www.imsindia.co 
spam,What is the name of the bank robber in the Center Fresh video? 1) Jai 2) Bajrangi 3) Veeru ^1/2/3 Choose your option and win mobile phones. *T&C Apply. 
spam,ne in those 53%. Your hair is an important part of your personality. Take care of it. For appointment sms MEDIC to 58888 
spam,ne Door Step Service for PAN Card Passport Assistance and Income Tax Return Contact ONS 9911730199 Krishna Complex Jwala Heri Mkt Paschim Viha 
spam,New Releases Which movie would you like to watch this Friday? 1) Hollywood 2) Bollywood ^1/2 Reply within 24 hrs to know about the movies released today. 
spam,ne Door Step Service for PAN Card Income Tax Return Passport Assistance and any other Consultancy Contact Ms Neha 9810499280 Jawala Heri Mkt Paschim Viha 
spam,ndia would grow with growth in infrastructure. Invest in Reliance Infra NFO & make India grow.Investors & Distributors call 18002007777/022-66102612-INDIABULL 
spam,ndependent Floor from RPS-Sec 88 Greater Faridabad-1400to1800Sqft-Rs.27.45to34.45Lacs-Bkg Amt 3 Lacs-Gated Comunty/Free Parking/Pool/Club-Call39881010/Reply R 
spam,nbelievable offer! 7-night Domestic/International Holiday stay in India or 34 international destinations at Rs 1000/night. Also get a FREE Premium Swiss watch worth Rs 6750. For details SMS NBBC to 52424.TnC appl 
spam,nbelievable 2&3 BHK LUXURIOUS apprtmnt in GrNoida *Near Ngt Safari n Racing track *On TAJ XPRESSWAY *@20lakh onwrds *Possesn in 20 months SMS ICC to 5499 
spam,Nazar Suraksha Kawch Is Good For you & Your Family. Secure Your Office  Shop & Buisness.As Seen On TV Price Rs.2375/Our Today Price:Rs:995 only.CALL:9871991385 
spam,Navratra Special Launching 9th oct. CHD presnts Phase-3 of Avenue71   Shona Road   Gurgaon *@Rs.4150/- Lease Rs.400/- as Inaugural discount Sms ICD to 54999 
spam,Natyalaya Acdmy ofers varius courses SALSA  HIP-HOP  FRESTYLE  BOLYWOOD   CLASICAL  KARATE  AEROBICS  YOGA&MEDITATION.Mus@GUITAR  KEYBOARD&DRUMS Ph:25532007 9900032007 
spam,What do you think of Rakhi Sawant  is she Bindaas  or Bakwaas? 1) Bindaas 2) Bakwaas ^1/ 2 Reply free to Blyk on Aircel to express your opinion! 
spam,National School of Business   Bangalore. Register yourself for telephonic interview before 15th Sep. Limited seats available for Sep batch. Contact 09900087759 
spam,Equaling Senna! Which record of Ayrton Senna did Sebastian Vettel equal at the inaugural Indian GP? 1) Race victories 2) Pole positions 3) Fastest laps ^1/ 2/ 3 Reply within 24 hrs to get a video FREE from Blyk on Aircel. 
spam,National Roaming par 60% ki bachat   saath hee Rs40 ka muft talktime sirf Rs45 ke recharge pe. Roaming rate ki jaankari ke liye bhejiye ROAMING 121 par. 
spam,National roaming bina kisi rent ke. Adhik jaankari ke liye ROAMING bhejein 121 (toll-free) par. 
spam,Nakkalon Se Savdhan Asli SMSKi PehchanHamara Har SMSAnokha Naya Orapki Mang KMutabiq hota haiPurane   Ghise  Pite   Or BazariSMS Se Parhez Kijiye   aap ZyadaBore Ho ToHamare No. Pe Rs.100 ka Recharge KarK 500 Asli SMS OrRs.1000 ka recharge Karwa K3 SaMONU;Dr. SahabMera Acident Ho Gaya Hai  KyaAapko Tanke Lagane Aate Hai_?DR.;Ji  BataiyeKaha Lagane HaiMONU;YeLo JiChappal Pe Laga Do. 
spam,Nakkalon Se Savdhan Asli SMSKi PehchanHamara Har SMSAnokha Naya Orapki Mang KMutabiq hota haiPurane   Ghise  Pite   Or BazariSMS Se Parhez Kijiye   aap ZyadaBore Ho ToHamare No. Pe Rs.100 ka Recharge KarK 500 Asli SMS OrRs.1000 ka recharge Karwa K3 Saal Tak free SMS Receive Kare... Khushi  Gham   Birthday  Bewafai   Funny  har variety k liye booking ki jaati hai.. Note : Shadi vivah k liye SMS order per bhi taiyaar kiye jate hai....  
spam,Job is knocking @ Ur door.Hurry up & don t miss this great opportunity. Call-8016590923or 8016590805.www.cyberjob.in-160by2.com {Send FREE SMS 2 any mobile in India   Malaysia & Singapore. Register with 160by2.com}
spam,Job is knocking @ Ur door.Hurry up & don t miss this great opportunity. Call-8016590923or 8016590805.www.cyberjob.in-Sent 4rm 160by2.com
spam,Job is knocking @ Ur door.Hurry up & don t miss this great opportunity. Call-9333075338/9333075332 www.cyberjob.in-Sent 4rm 160by2.com
spam,Na CHEMSTRY hoti  Na mai iska stdnt hota  Na ye lab hoti  Na ye heart accidnt hota..Prctcl k din nazar ayi 1 ladki khubsurat si   Uski nak bilkul TEST TUBE Ab paye 200 Local Aircel to Aircel mins . Aaj hi recharge kare keval Rs45 se. Ek RC mein itna kuch sirf Aircel ke sath hi mil sakta hai! Validity 60 days. 
spam,N to 54999 
spam,What do you listen to music on? 1) My phone 2) Personal music player (iPod etc.) ^ 1/ 2 All replies to Blyk on Aircel are FREE 
spam,Music & Adventure Fest. Wanna rock on the banks of Ganga? ^Yes Reply within 24hrs to know more about the Woods Talk Festival for music  & adventure. 
spam,n 45days Reduce Fat(8 Inch)use*SAUNA SLIM BELT*(650) VIBRATION BELT(999) NCR(50Rs Extra)+Free YOKO Call Now:9268250573/931130487 
spam,n 45 days ReduceFat(8 inch)*SAUNA SLIM BELT(650)VIBRATION BELT(999)NCR(50 More)+FreeYoko For Delivery Ph:9871294240/931130487 
spam,MusstBuy-For Rs600 enjoy a Haircut   Facial   Bleach   waxing etc worth Rs1200 @ Trends Salon   Frazer Town Valid-7Mar-6Apr. T&C Reply A to get code NOW. Chrgs Rs10 
spam,MusstBuy-For Rs500 get Rs1000 worth dental check-up including ultrasonic scaling @ RIDA Dental Care   Jayanagar Valid-11Mar-10Apr. Reply A & get code Chrgs Rs10 
spam,MusstBuy-For Rs300 get a stylish haircut & a mens shave worth Rs650 @ Scissors Enrich Spa Koramangala Valid-21Mar-20Apr T&C Reply A to get code NOW Chrgs Rs10 
spam,MusstBuy-For Rs250 enjoy a delicious Non-veg combo with Ice-cream worth Rs364 @ Ocean Servers Rajajinagar Valid-4Mar-3Apr T&C Reply A & get code NOW Chrgs Rs10 
spam,MusstBuy nimage dina vasa vasa discount offer kodthaidivi. Coupon code hoskara A reply maadi OFFER SMS ge. Amele navu kalasudha coupon code na outlet ge thorsi 
spam,Music! 4 CallerTunes   MobileRadio   3 ringtones   streaming music& a chance to attend live concerts at just Rs 25/mth. To subscribe dial 51234600 tollfree 
spam,Much awaited Sale Reebok FLAT 40 % OFF @ The Aracde  Kazi road   gangtok    03592 202959 
spam,Mubarak ho! Aapko diya ja raha hai Mitti Ke Rang Service Ka FREE SUBSCRIPTION. For more details Dial 543340 Toll-Free 
spam,Center Fresh ActiSport What is the name of the sport shown in new Center Fresh ActiSport TVC? 1. Cricket 2. Swimming 3. Malkhamb ^1/2/3 
spam,What better in this weather than to hear  *The Doors* tribute playing live for you @ Turquoise Cottage   Vasant Vihar TONIGHT 9pm onwards .. in memory of 
spam,Mubarak ho! Aapko diya ja raha hai AnA Service Ka FREE SUBSCRIPTION. For more details Dial 5433402 Toll-Free 
spam,Mubarak ho! Aapko diya ja raha hai ANA ka FREE SUBSCRIPTION agle char dino ke liye. For more details call 5433402 Toll-Free 
spam,Mubarak ho! Aapko diya ja raha hai 'AnA' Service Ka FREE SUBSCRIPTION. For more details Dial 5433402 Toll-Free 
spam,Mubarak ho On popular Demand your three days free subscription of ANA service has been extended till 3 Feb'11   For more Dial 5433402 & subscribe @ Rs 30/30 Days 
spam,MTS values your feedback.If you are satisfied with the resolution of your complaint SMS Yes else No to the toll free number 1552. 
spam,MTS HighSpeed Internet DATA Card(Speed upto 3.1Mbps)Only @Rs 777/-Get limited & Unlimited Plans @Unbeliveable Price Call 9141032639 
spam,MTS HighSpeed Internet DATA Card Free with 3 Months Advance Rental and Also Very Attractive Monthly Plans Available with Assured Gifts Pls Call 8884572124 
spam,MTS brings the convenience of Door step recharge for your Data Card Connection. To recharge from home just call a recharge at 9143900014/15/16 .T&C Apply-MTS 
spam,MTS brings the convenience of Door step recharge for your Data Card Connection. To recharge from home just call 9143900014/15/16 .T&C Apply-MTS 
spam,Winter Colors Want a peek at the Fall/Winter Color Trends 2011-2012? Tell us whether you are a  1) Guy 2) Girl ^1/2 All your replies to Blyk on Aircel are free. 
spam,MTNL layein hai discount coupons on Food   Travel   Health and Beauty. sms karein SUB DISC to 53737 aur payein 15 discount coupons at Rs. 15 per month. 
spam,YOUR NUMBER HAS BEEN AWARDED $500 000.00 IN HOT DIAMOND 2011 EXHIBITION DRAW HELD IN UK. FOR CLAIM CONTACT MR. CLARK COOK ON EMAIL:  britiandiamond@hotmail.com 
spam,Wet n Wild models are here to dance to your tunes. Click to download international hits for Re.1 and get FREE Models. http://10.11.233.29/vodafone/72707 
spam,mtd Edition!JP Kensington Blvrd@sec-131 Noida xway.Combo of world class amnties& exclnt connectivity.1/2/3/4 BHKApts starting 16.20 Lac on DP sms BOP to 5667 
spam,mtd Edition!JP Kensington Blvrd@sec-131 Noida xway.Combo of world class amnties& exclnt connectivity.1/2/3/4 BHKApts starting 16.20 Lac on DP Call-956079603 
spam,mtd Edition!JP Kensington Blvrd@sec-131 Noida Xway.Combo of world class amenities& exclnt connectivity.1/2/3/4 BHKApts starting 16.20 Lac on DP CALL 965087777 
spam,mtd Edition for Duplex. Invest only 16.2 lacs & own JP Kensington Blvrd@sec-131 Noida Xway.Combo of wrld class amenities.1/2/3/4BHKApt. Call-956079603 
spam,MSN CHAT NON-STOP with UNLIMITED Pocket Internet. Dial *234*98# OR visit your retailer & recharge PI98 to enjoy unlimited High Speed Internet on your Mobile. 
spam,MSN CHAT NON-STOP with UNLIMITED Pocket Internet. Dial *234*2900# OR visit your retailer & recharge PI29 to enjoy unlimited High Speed Internet on your Mobile. 
spam,MS par 80% ki bachat! SUB56 bhejein 170 (muft) par aur payein 175 Local aur National SMS kewal Rs56 mein. Validity - 30 din  
spam,Bizarre! What do you think this is? (Refer to the picture) 1)TV 2) Mobile Phone 3) Computer ^1/2/3 Reply within 24hrs to know more about this bizarre gadget. 
spam,MS par 80% ki bachat! Doston ko bhejein picture message Re1/MMS mein. Settings ke liye bhejein MMS aur free MMS ke liye MM 54321(Muft) pe. Offer 29-Jan-10 tak 
spam,ms IT to 54999And get your Dream home in Noida Extention for just Rs.13.99 lacs al inclusiv*Sanskriti 2/3 bhk premium flat  at sectr 1 noida extent 
spam,ms IT to 54999 And get your Dream home in Noida Extention for just Rs.13.99 lacs al inclusive *Sanskriti 2/3 bhk premium flat at Noida Xtention 
spam,Wellness Profile -health checkup from Thyrocare: Covers heart  thyroid  kidney  liver  diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004 
spam,ms IT to 54999 And get your Dream home in Noida Extention for just Rs.13.99 lacs al inclusiv *Sanskriti 2/3 bhk premium flat at sectr 1 noida extent 
spam,MS HOM TO 56070 And get your Dream Home in NOIDA extn. Two Bedrooms at Rs.17.45 Lacs. Loan Available from leading banks. Located on 200 feet wide road 
spam,MRP : Rs. 65  SPL OFFER : LTV Validity & Tariff 1st 2 mins/day A2A @1 rest@ 40p ;Other Local 1st 2min/day @1 rest @60p; STD 1st 2min/day @1.5 rest at 75p. Tariff Validity 12mnths  TALKTIME : Rs. 0.00  VALIDITY : 0 days. 
spam,MRP : Rs. 54  SPL OFFER : Wth 180 Days Tariff validity! Recharge with Rs 54-Call any Airtel No in India Local & STD at 50p/min & any other Phone anywhere 9002191843:Its neither an end nor a beginning but a going on   with all the wisdom that experience can instill in us. May each day of the coming year in India at 60p  TALKTIME : Rs. 0.01  VALIDITY : 0 days.be vibrant and new bringing along many reasons for celebrations.Wishing you and your family a very Happy and prosperous New Year.Sandeep Gattani. 
spam,mrapali Proprty Platter(Noida) *Princely sec76@21 lac *Zodiac sec120@23 lac *Castle G.NDA@16.6 lac *Platinum (possesn soon) sec119@25 lac sms ICF to 5499 
spam,mrapali New Project Leisure Park in Noida Extn. 2BHK 13.85 Lac U 3BHK 18.61 Lac Last Chance to Own a flat low price. For Best Deal Send YES Or Call@991154102 
spam,Silk Want a peek behind the scenes of  The Dirty Picture ? ^Yes/No Reply within 24hrs to the video of the making of  The Dirty Picture . 
spam,mrapali New Project in Noida EXTN. 2B/R- 15Lacs 3B/R- 20Lacs Last chance 2 Own a flat in these PRICES Available CALL@ 965415303 
spam,mrapali New Project in Noida EXTN. *2B/R- 15Lacs *3B/R- 20Lacs *Last chance 2 Own a flat in these PRICES Available CALL@ 965415303 
spam,MRAPALI Launch SILICON CITY Sec-76 Noida(Opp.SEC-50)-Club/Power/SpanishElevations/Parking-2/3/4BHK Apartment @Rs.24Lac.Call Bajaj Capital:011-39881010/Reply A 
spam,mrapali brings Independent VILLAS -Noida Ext107yd=57.3Lac2.5 StoryLIMITED EDITIONGet priority in Allotment& Prefered LocationSMS BWH to 5667 
spam,Wellness Profile -health checkup from Thyrocare: Covers heart  thyroid  kidney  liver  diabetes & more. 63 Wellness Tests @33% off & home service Call: 09222201004 
spam,Movies: Varanasi   Varanasi   Uttar Pradesh 1 Dil Kabaddi 2 Dharam Veer 3 Dostana Send 1 to 3 for showtimes   or NEXT for more movies. 
spam,Movies   Masti & More! MovieMania bhejta hai movie reviews   movies on TV& movies se judi saari khabrein! Register karne ke liye   sms karo JOIN MM to 09219592195 
spam,MotiNagar  New Delhi  India:Karampura  New Delhi  India:Rama Road  New Delhi  India:Zakira Flyover  New Delhi  India:INDRALOK  New Delhi  India:Dyabasti  New 
spam,Mothers Pride announces the Grand Baby Show on 13th March  Sunday. Register children between 0-3yrs by 12th March  4pm by visiting any of our branches or ONLINE. 
spam,Most trusted Builder 3C launches 180 acre residential project in sector-78 & 79  Noida with all morden amenties For details sms PG to 56161 
spam,Bawarchi Deepika? See the attached photo - why do you think Deepika is making rotis? 1) She is learning how to 2) She is teaching the guys 3) She is cooking for her crew ^1/2/3 Reply free to get a funny behind-the-scenes video that'll reveal the truth of this scene from Aarakshan! 
spam,Most pristine luxurious prop coming up in 81 acres on golf course ext road in gurgaon with in city golfcourse resort living @7100.Tushar:- 9650339080 9958007426 
spam,Most prestigious project Sec 68 Ggn lowest price Sample flat 90% ready Good invest/use 1KM from Extn.Road Book@3750/sqft  revising 4000/sqft 9899626438 
spam,Most awaited project of 2011 amrapali prsnts Luxurious 2/3/4BHK 
spam,Most awaited booking open for super luxury AC Apartment in Delhi. Near Karol Bagh & C.P of the most renowned Builder. For Booking. sms VN P to 53456 
spam,Most advanced MBA wid International Diploma  English Skills &Laptop from UEI. Common Entrance Test on Sep 4 in 9 cities.Avail Scholarships.SMS MBA to 09971928051 
spam,Welcome To SBI  AXIS & Other MNC Banks-home loan  car loan & LAP. Total 15 working days. Interested Call On....This no....LALIT  POOJA--7428124991 --9250121002 
spam,MORE VALUE WITH EXTENDED VALIDITY ON RC55! Get Rs65 TT + all loc/Std calls @ 1p/Sec on Recharge of Rs55  Valid for 10 days.Stay connected with AIRCEL. 
spam,MORE VALUE WITH EXTENDED VALIDITY ON RC55! Get Rs65 TT + all loc/Std calls @ 1p/Sec on Recharge of Rs55  Valid for 10 days.Stay connected with AIRCEL 
spam,More value for money with STD Pack Rs 14! Get Rs 17 STD Talktime and talk across India. Valid for 1 day. 
spam,More Than Full Talktime. Recharge Rs222 & get TalkTime of Rs230 with Unlimited validity.Recharge Now & Stay Connected with AIRCEL.Limited Period Offer. 
spam,In The Name of Fashion! Want to know about a bizarre tradition Chinese followed in the name of fashion? ^Yes/No All your interactions with Blyk on Aircel are free. 
spam,Cutest Teenstar! American popstar and actress Selena Gomez gets the most votes from Blyk members for being the cutest teenstar! Didn't get to express your opinion? Try again - which of these teen sensations do you think is the cutest? 1) Miley Cyrus 2) Justin Bieber 3) Selena Gomez ^1/2/3 All replies are free  so vote now to be a part of this Blyk-O-Poll! 
spam,MORE THAN 60% UNITS SOLD in first 3 DAYS!Unitech offers 3 bhk in sec 70 gurgn@ 5250 psf!2 YRS INTEREST FREE SCHEME.Call Team Agni 9212255555 to avail discounts 
spam,Welcome this New Year by winning a 15 gms Silver coin in WYN Advantage contest by logging in your first WYN policy between Jan 01 & Jan 16  2010. T&C apply. 
spam,MORE THAN 60% UNITS SOLD in first 3 DAYS!Unitech offers 3 bhk in sec 70 grgn@ 5395 psf!2 YRS INTEREST FREE SCHEME.Call Agni 9212255555 to avail discounts.HURRY 
